support,itemsets
0.01623431111111111,"frozenset({'食品', '微信支付', '家居'})"
0.01622971111111111,"frozenset({'电子产品', '微信支付', '家居'})"
0.012975088888888889,"frozenset({'玩具', '服装', '微信支付'})"
0.012872177777777778,"frozenset({'玩具', '电子产品', '微信支付'})"
0.012894933333333334,"frozenset({'玩具', '食品', '微信支付'})"
0.11345631111111111,"frozenset({'食品', '家居'})"
0.11417433333333334,"frozenset({'服装', '家居'})"
0.11336968888888889,"frozenset({'电子产品', '家居'})"
0.049478822222222225,"frozenset({'食品', '服装', '家居'})"
0.04946606666666667,"frozenset({'电子产品', '服装', '家居'})"
0.0491184,"frozenset({'电子产品', '食品', '家居'})"
0.018469666666666665,"frozenset({'电子产品', '服装', '食品', '家居'})"
0.031371977777777775,"frozenset({'办公', '家居'})"
0.019553644444444445,"frozenset({'办公', '信用卡'})"
0.06191888888888889,"frozenset({'服装', '办公'})"
0.024886822222222223,"frozenset({'玩具', '办公'})"
0.019547866666666667,"frozenset({'办公', '现金'})"
0.06151533333333333,"frozenset({'食品', '办公'})"
0.01954671111111111,"frozenset({'云闪付', '办公'})"
0.019551222222222223,"frozenset({'办公', '微信支付'})"
0.019520933333333334,"frozenset({'支付宝', '办公'})"
0.0615076,"frozenset({'电子产品', '办公'})"
0.019553511111111112,"frozenset({'办公', '银联'})"
0.01949091111111111,"frozenset({'办公', '储蓄卡'})"
0.013188666666666666,"frozenset({'服装', '办公', '家居'})"
0.013097777777777778,"frozenset({'食品', '办公', '家居'})"
0.013095688888888889,"frozenset({'电子产品', '办公', '家居'})"
0.010396466666666666,"frozenset({'玩具', '服装', '办公'})"
0.010320133333333334,"frozenset({'玩具', '电子产品', '办公'})"
0.010347911111111111,"frozenset({'玩具', '食品', '办公'})"
0.026566733333333332,"frozenset({'服装', '办公', '食品'})"
0.0265654,"frozenset({'电子产品', '办公', '服装'})"
0.02638626666666667,"frozenset({'电子产品', '办公', '食品'})"
0.222691,"frozenset({'食品', '服装'})"
0.06921386666666667,"frozenset({'食品', '储蓄卡'})"
0.03584804444444444,"frozenset({'储蓄卡', '家居'})"
0.06914757777777777,"frozenset({'电子产品', '储蓄卡'})"
0.06960962222222222,"frozenset({'服装', '储蓄卡'})"
0.028613355555555556,"frozenset({'玩具', '储蓄卡'})"
0.031818533333333336,"frozenset({'食品', '服装', '储蓄卡'})"
0.016179977777777778,"frozenset({'电子产品', '储蓄卡', '家居'})"
0.016209222222222222,"frozenset({'食品', '储蓄卡', '家居'})"
0.0163312,"frozenset({'服装', '储蓄卡', '家居'})"
0.03157106666666667,"frozenset({'电子产品', '食品', '储蓄卡'})"
0.03178071111111111,"frozenset({'电子产品', '服装', '储蓄卡'})"
0.014148422222222222,"frozenset({'电子产品', '服装', '储蓄卡', '食品'})"
0.012912155555555556,"frozenset({'玩具', '食品', '储蓄卡'})"
0.012907622222222222,"frozenset({'玩具', '电子产品', '储蓄卡'})"
0.012986733333333333,"frozenset({'玩具', '服装', '储蓄卡'})"
0.059826533333333334,"frozenset({'食品', '运动户外'})"
0.0189962,"frozenset({'运动户外', '储蓄卡'})"
0.030454377777777777,"frozenset({'运动户外', '家居'})"
0.018988533333333335,"frozenset({'云闪付', '运动户外'})"
0.0601836,"frozenset({'服装', '运动户外'})"
0.02425031111111111,"frozenset({'玩具', '运动户外'})"
0.019022266666666666,"frozenset({'运动户外', '现金'})"
0.016483377777777777,"frozenset({'办公', '运动户外'})"
0.05976324444444445,"frozenset({'电子产品', '运动户外'})"
0.019023577777777776,"frozenset({'运动户外', '信用卡'})"
0.016219333333333332,"frozenset({'运动户外', '母婴'})"
0.018971577777777776,"frozenset({'微信支付', '运动户外'})"
0.01901628888888889,"frozenset({'支付宝', '运动户外'})"
0.0190272,"frozenset({'运动户外', '银联'})"
0.025801866666666666,"frozenset({'食品', '服装', '运动户外'})"
0.01270031111111111,"frozenset({'食品', '运动户外', '家居'})"
0.012793555555555556,"frozenset({'服装', '运动户外', '家居'})"
0.012680933333333333,"frozenset({'电子产品', '运动户外', '家居'})"
0.010126466666666667,"frozenset({'玩具', '服装', '运动户外'})"
0.010065266666666666,"frozenset({'玩具', '食品', '运动户外'})"
0.010058355555555556,"frozenset({'玩具', '电子产品', '运动户外'})"
0.025613666666666667,"frozenset({'电子产品', '食品', '运动户外'})"
0.025782822222222224,"frozenset({'电子产品', '服装', '运动户外'})"
0.0610008,"frozenset({'服装', '母婴'})"
0.06064875555555556,"frozenset({'食品', '母婴'})"
0.019252488888888888,"frozenset({'信用卡', '母婴'})"
0.0308526,"frozenset({'家居', '母婴'})"
0.019228444444444444,"frozenset({'支付宝', '母婴'})"
0.019260177777777776,"frozenset({'微信支付', '母婴'})"
0.01925111111111111,"frozenset({'储蓄卡', '母婴'})"
0.024559844444444444,"frozenset({'玩具', '母婴'})"
0.0192628,"frozenset({'现金', '母婴'})"
0.01926497777777778,"frozenset({'云闪付', '母婴'})"
0.060595444444444445,"frozenset({'电子产品', '母婴'})"
0.016704644444444444,"frozenset({'办公', '母婴'})"
0.01928791111111111,"frozenset({'银联', '母婴'})"
0.02616628888888889,"frozenset({'食品', '服装', '母婴'})"
0.012963844444444445,"frozenset({'服装', '家居', '母婴'})"
0.012854866666666666,"frozenset({'食品', '家居', '母婴'})"
0.012855533333333334,"frozenset({'电子产品', '家居', '母婴'})"
0.010193822222222221,"frozenset({'玩具', '食品', '母婴'})"
0.010250377777777778,"frozenset({'玩具', '服装', '母婴'})"
0.010197066666666667,"frozenset({'玩具', '电子产品', '母婴'})"
0.0259694,"frozenset({'电子产品', '食品', '母婴'})"
0.026143177777777776,"frozenset({'电子产品', '服装', '母婴'})"
0.06932666666666666,"frozenset({'食品', '银联'})"
0.06923322222222222,"frozenset({'电子产品', '银联'})"
0.06969533333333333,"frozenset({'服装', '银联'})"
0.02863208888888889,"frozenset({'玩具', '银联'})"
0.0358998,"frozenset({'银联', '家居'})"
0.03185151111111111,"frozenset({'食品', '服装', '银联'})"
0.03164957777777778,"frozenset({'电子产品', '食品', '银联'})"
0.03182531111111111,"frozenset({'电子产品', '服装', '银联'})"
0.014163866666666667,"frozenset({'电子产品', '服装', '银联', '食品'})"
0.012980311111111111,"frozenset({'玩具', '服装', '银联'})"
0.012907244444444445,"frozenset({'玩具', '电子产品', '银联'})"
0.012906422222222222,"frozenset({'玩具', '食品', '银联'})"
0.016323177777777777,"frozenset({'服装', '银联', '家居'})"
0.016228733333333332,"frozenset({'电子产品', '银联', '家居'})"
0.016228644444444443,"frozenset({'食品', '银联', '家居'})"
0.06918255555555555,"frozenset({'云闪付', '食品'})"
0.03582364444444444,"frozenset({'云闪付', '家居'})"
0.06955906666666667,"frozenset({'云闪付', '服装'})"
0.0691282,"frozenset({'云闪付', '电子产品'})"
0.028613644444444444,"frozenset({'云闪付', '玩具'})"
0.03179055555555556,"frozenset({'云闪付', '食品', '服装'})"
0.01617108888888889,"frozenset({'云闪付', '食品', '家居'})"
0.016284933333333335,"frozenset({'云闪付', '服装', '家居'})"
0.016156866666666665,"frozenset({'云闪付', '电子产品', '家居'})"
0.031766,"frozenset({'云闪付', '电子产品', '服装'})"
0.031590377777777776,"frozenset({'云闪付', '电子产品', '食品'})"
0.014137022222222222,"frozenset({'云闪付', '电子产品', '服装', '食品'})"
0.012915244444444444,"frozenset({'云闪付', '食品', '玩具'})"
0.012886466666666667,"frozenset({'云闪付', '电子产品', '玩具'})"
0.012951755555555555,"frozenset({'云闪付', '服装', '玩具'})"
0.018748266666666666,"frozenset({'微信支付', '汽车用品'})"
0.0300794,"frozenset({'汽车用品', '家居'})"
0.01873797777777778,"frozenset({'云闪付', '汽车用品'})"
0.0590658,"frozenset({'食品', '汽车用品'})"
0.01876111111111111,"frozenset({'支付宝', '汽车用品'})"
0.059346355555555556,"frozenset({'服装', '汽车用品'})"
0.05891077777777778,"frozenset({'电子产品', '汽车用品'})"
0.023889533333333334,"frozenset({'玩具', '汽车用品'})"
0.016245044444444443,"frozenset({'办公', '汽车用品'})"
0.018728533333333332,"frozenset({'汽车用品', '现金'})"
0.016016577777777777,"frozenset({'汽车用品', '母婴'})"
0.018745644444444445,"frozenset({'汽车用品', '信用卡'})"
0.0158168,"frozenset({'运动户外', '汽车用品'})"
0.018728933333333333,"frozenset({'汽车用品', '储蓄卡'})"
0.018761066666666666,"frozenset({'汽车用品', '银联'})"
0.012573066666666667,"frozenset({'食品', '汽车用品', '家居'})"
0.01250728888888889,"frozenset({'电子产品', '汽车用品', '家居'})"
0.012635333333333333,"frozenset({'服装', '汽车用品', '家居'})"
0.025472822222222222,"frozenset({'食品', '服装', '汽车用品'})"
0.025397933333333334,"frozenset({'电子产品', '服装', '汽车用品'})"
0.025294266666666666,"frozenset({'电子产品', '食品', '汽车用品'})"
0.0692066,"frozenset({'支付宝', '食品'})"
0.0691414888888889,"frozenset({'支付宝', '电子产品'})"
0.03585371111111111,"frozenset({'支付宝', '家居'})"
0.06963133333333334,"frozenset({'支付宝', '服装'})"
0.0286162,"frozenset({'玩具', '支付宝'})"
0.03182293333333333,"frozenset({'支付宝', '食品', '服装'})"
0.03158355555555555,"frozenset({'支付宝', '电子产品', '食品'})"
0.031775222222222226,"frozenset({'支付宝', '电子产品', '服装'})"
0.014146622222222223,"frozenset({'支付宝', '电子产品', '服装', '食品'})"
0.016303977777777777,"frozenset({'支付宝', '服装', '家居'})"
0.016189577777777776,"frozenset({'支付宝', '食品', '家居'})"
0.016186088888888887,"frozenset({'支付宝', '电子产品', '家居'})"
0.012892444444444444,"frozenset({'玩具', '电子产品', '支付宝'})"
0.012993977777777778,"frozenset({'玩具', '服装', '支付宝'})"
0.012892377777777778,"frozenset({'玩具', '食品', '支付宝'})"
0.09086446666666667,"frozenset({'玩具', '服装'})"
0.09026644444444444,"frozenset({'玩具', '电子产品'})"
0.09034282222222222,"frozenset({'玩具', '食品'})"
0.046066555555555555,"frozenset({'玩具', '家居'})"
0.03919355555555556,"frozenset({'玩具', '电子产品', '服装'})"
0.03896104444444445,"frozenset({'玩具', '电子产品', '食品'})"
0.014541844444444445,"frozenset({'玩具', '电子产品', '服装', '食品'})"
0.03922548888888889,"frozenset({'玩具', '食品', '服装'})"
0.019453333333333333,"frozenset({'玩具', '服装', '家居'})"
0.019345355555555555,"frozenset({'玩具', '食品', '家居'})"
0.019333177777777776,"frozenset({'玩具', '电子产品', '家居'})"
